price_date,ticker,last_price
03/06/2016,VIX Index,13.47
02/06/2016,VIX Index,13.63
01/06/2016,VIX Index,14.2
31/05/2016,VIX Index,14.19
30/05/2016,VIX Index,13.655
27/05/2016,VIX Index,13.12
26/05/2016,VIX Index,13.43
25/05/2016,VIX Index,13.9
24/05/2016,VIX Index,14.42
23/05/2016,VIX Index,15.82
20/05/2016,VIX Index,15.2
19/05/2016,VIX Index,16.33
18/05/2016,VIX Index,15.95
17/05/2016,VIX Index,15.57
16/05/2016,VIX Index,14.68
13/05/2016,VIX Index,15.04
12/05/2016,VIX Index,14.41
11/05/2016,VIX Index,14.69
10/05/2016,VIX Index,13.63
09/05/2016,VIX Index,14.57
06/05/2016,VIX Index,14.72
05/05/2016,VIX Index,15.91
04/05/2016,VIX Index,16.05
03/05/2016,VIX Index,15.6
02/05/2016,VIX Index,14.68
29/04/2016,VIX Index,15.7
28/04/2016,VIX Index,15.22
27/04/2016,VIX Index,13.77
26/04/2016,VIX Index,13.96
25/04/2016,VIX Index,14.08
22/04/2016,VIX Index,13.22
21/04/2016,VIX Index,13.95
20/04/2016,VIX Index,13.28
19/04/2016,VIX Index,13.24
18/04/2016,VIX Index,13.35
15/04/2016,VIX Index,13.62
14/04/2016,VIX Index,13.72
13/04/2016,VIX Index,13.84
12/04/2016,VIX Index,14.85
11/04/2016,VIX Index,16.26
08/04/2016,VIX Index,15.36
07/04/2016,VIX Index,16.16
06/04/2016,VIX Index,14.09
05/04/2016,VIX Index,15.42
04/04/2016,VIX Index,14.12
01/04/2016,VIX Index,13.1
31/03/2016,VIX Index,13.95
30/03/2016,VIX Index,13.56
29/03/2016,VIX Index,13.82
28/03/2016,VIX Index,15.24
24/03/2016,VIX Index,14.74
23/03/2016,VIX Index,14.94
22/03/2016,VIX Index,14.17
21/03/2016,VIX Index,13.79
18/03/2016,VIX Index,14.02
17/03/2016,VIX Index,14.44
16/03/2016,VIX Index,14.99
15/03/2016,VIX Index,16.84
14/03/2016,VIX Index,16.92
11/03/2016,VIX Index,16.5
10/03/2016,VIX Index,18.05
09/03/2016,VIX Index,18.34
08/03/2016,VIX Index,18.67
07/03/2016,VIX Index,17.35
04/03/2016,VIX Index,16.86
03/03/2016,VIX Index,16.7
02/03/2016,VIX Index,17.09
01/03/2016,VIX Index,17.7
29/02/2016,VIX Index,20.55
26/02/2016,VIX Index,19.81
25/02/2016,VIX Index,19.11
24/02/2016,VIX Index,20.72
23/02/2016,VIX Index,20.98
22/02/2016,VIX Index,19.38
19/02/2016,VIX Index,20.53
18/02/2016,VIX Index,21.64
17/02/2016,VIX Index,22.31
16/02/2016,VIX Index,24.11
15/02/2016,VIX Index,24.755
12/02/2016,VIX Index,25.4
11/02/2016,VIX Index,28.14
10/02/2016,VIX Index,26.29
09/02/2016,VIX Index,26.54
08/02/2016,VIX Index,26
05/02/2016,VIX Index,23.38
04/02/2016,VIX Index,21.84
03/02/2016,VIX Index,21.65
02/02/2016,VIX Index,21.98
01/02/2016,VIX Index,19.98
29/01/2016,VIX Index,20.2
28/01/2016,VIX Index,22.42
27/01/2016,VIX Index,23.11
26/01/2016,VIX Index,22.5
25/01/2016,VIX Index,24.15
22/01/2016,VIX Index,22.34
21/01/2016,VIX Index,26.69
20/01/2016,VIX Index,27.59
19/01/2016,VIX Index,26.05
18/01/2016,VIX Index,26.535
15/01/2016,VIX Index,27.02
14/01/2016,VIX Index,23.95
13/01/2016,VIX Index,25.22
12/01/2016,VIX Index,22.47
11/01/2016,VIX Index,24.3
08/01/2016,VIX Index,27.01
07/01/2016,VIX Index,24.99
06/01/2016,VIX Index,20.59
05/01/2016,VIX Index,19.34
04/01/2016,VIX Index,20.7
31/12/2015,VIX Index,18.21
30/12/2015,VIX Index,17.29
29/12/2015,VIX Index,16.08
28/12/2015,VIX Index,16.91
24/12/2015,VIX Index,15.74
23/12/2015,VIX Index,15.57
22/12/2015,VIX Index,16.6
21/12/2015,VIX Index,18.7
18/12/2015,VIX Index,20.7
17/12/2015,VIX Index,18.94
16/12/2015,VIX Index,17.86
15/12/2015,VIX Index,20.95
14/12/2015,VIX Index,22.73
11/12/2015,VIX Index,24.39
10/12/2015,VIX Index,19.34
09/12/2015,VIX Index,19.61
08/12/2015,VIX Index,17.6
07/12/2015,VIX Index,15.84
04/12/2015,VIX Index,14.81
03/12/2015,VIX Index,18.11
02/12/2015,VIX Index,15.91
01/12/2015,VIX Index,14.67
30/11/2015,VIX Index,16.13
27/11/2015,VIX Index,15.12
26/11/2015,VIX Index,15.155
25/11/2015,VIX Index,15.19
24/11/2015,VIX Index,15.93
23/11/2015,VIX Index,15.62
20/11/2015,VIX Index,15.47
19/11/2015,VIX Index,16.99
18/11/2015,VIX Index,16.85
17/11/2015,VIX Index,18.84
16/11/2015,VIX Index,18.16
13/11/2015,VIX Index,20.08
12/11/2015,VIX Index,18.37
11/11/2015,VIX Index,16.06
10/11/2015,VIX Index,15.29
09/11/2015,VIX Index,16.52
06/11/2015,VIX Index,14.33
05/11/2015,VIX Index,15.05
04/11/2015,VIX Index,15.51
03/11/2015,VIX Index,14.54
02/11/2015,VIX Index,14.15
30/10/2015,VIX Index,15.07
29/10/2015,VIX Index,14.61
28/10/2015,VIX Index,14.33
27/10/2015,VIX Index,15.43
26/10/2015,VIX Index,15.29
23/10/2015,VIX Index,14.46
22/10/2015,VIX Index,14.45
21/10/2015,VIX Index,16.7
20/10/2015,VIX Index,15.75
19/10/2015,VIX Index,14.98
16/10/2015,VIX Index,15.05
15/10/2015,VIX Index,16.05
14/10/2015,VIX Index,18.03
13/10/2015,VIX Index,17.67
12/10/2015,VIX Index,16.17
09/10/2015,VIX Index,17.08
08/10/2015,VIX Index,17.42
07/10/2015,VIX Index,18.4
06/10/2015,VIX Index,19.4
05/10/2015,VIX Index,19.54
02/10/2015,VIX Index,20.94
01/10/2015,VIX Index,22.55
30/09/2015,VIX Index,24.5
29/09/2015,VIX Index,26.83
28/09/2015,VIX Index,27.63
25/09/2015,VIX Index,23.62
24/09/2015,VIX Index,23.47
23/09/2015,VIX Index,22.13
22/09/2015,VIX Index,22.44
21/09/2015,VIX Index,20.14
18/09/2015,VIX Index,22.28
17/09/2015,VIX Index,21.14
16/09/2015,VIX Index,21.35
15/09/2015,VIX Index,22.54
14/09/2015,VIX Index,24.25
11/09/2015,VIX Index,23.2
10/09/2015,VIX Index,24.37
09/09/2015,VIX Index,26.23
08/09/2015,VIX Index,24.9
07/09/2015,VIX Index,26.35
04/09/2015,VIX Index,27.8
03/09/2015,VIX Index,25.61
02/09/2015,VIX Index,26.09
01/09/2015,VIX Index,31.4
31/08/2015,VIX Index,28.43
28/08/2015,VIX Index,26.05
27/08/2015,VIX Index,26.1
26/08/2015,VIX Index,30.32
25/08/2015,VIX Index,36.02
24/08/2015,VIX Index,40.74
21/08/2015,VIX Index,28.03
20/08/2015,VIX Index,19.14
19/08/2015,VIX Index,15.25
18/08/2015,VIX Index,13.79
17/08/2015,VIX Index,13.02
14/08/2015,VIX Index,12.83
13/08/2015,VIX Index,13.49
12/08/2015,VIX Index,13.61
11/08/2015,VIX Index,13.71
10/08/2015,VIX Index,12.23
07/08/2015,VIX Index,13.39
06/08/2015,VIX Index,13.77
05/08/2015,VIX Index,12.51
04/08/2015,VIX Index,13
03/08/2015,VIX Index,12.56
31/07/2015,VIX Index,12.12
30/07/2015,VIX Index,12.13
29/07/2015,VIX Index,12.5
28/07/2015,VIX Index,13.44
27/07/2015,VIX Index,15.6
24/07/2015,VIX Index,13.74
23/07/2015,VIX Index,12.64
22/07/2015,VIX Index,12.12
21/07/2015,VIX Index,12.22
20/07/2015,VIX Index,12.25
17/07/2015,VIX Index,11.95
16/07/2015,VIX Index,12.11
15/07/2015,VIX Index,13.23
14/07/2015,VIX Index,13.37
13/07/2015,VIX Index,13.9
10/07/2015,VIX Index,16.83
09/07/2015,VIX Index,19.97
08/07/2015,VIX Index,19.66
07/07/2015,VIX Index,16.09
06/07/2015,VIX Index,17.01
03/07/2015,VIX Index,16.9
02/07/2015,VIX Index,16.79
01/07/2015,VIX Index,16.09
30/06/2015,VIX Index,18.23
29/06/2015,VIX Index,18.85
26/06/2015,VIX Index,14.02
25/06/2015,VIX Index,14.01
24/06/2015,VIX Index,13.26
23/06/2015,VIX Index,12.11
22/06/2015,VIX Index,12.74
19/06/2015,VIX Index,13.96
18/06/2015,VIX Index,13.19
17/06/2015,VIX Index,14.5
16/06/2015,VIX Index,14.81
15/06/2015,VIX Index,15.39
12/06/2015,VIX Index,13.78
11/06/2015,VIX Index,12.85
10/06/2015,VIX Index,13.22
09/06/2015,VIX Index,14.47
08/06/2015,VIX Index,15.29
05/06/2015,VIX Index,14.21
04/06/2015,VIX Index,14.71
03/06/2015,VIX Index,13.66
02/06/2015,VIX Index,14.24
01/06/2015,VIX Index,13.97
29/05/2015,VIX Index,13.84
28/05/2015,VIX Index,13.31
27/05/2015,VIX Index,13.27
26/05/2015,VIX Index,14.06
22/05/2015,VIX Index,12.13
21/05/2015,VIX Index,12.11
20/05/2015,VIX Index,12.88
19/05/2015,VIX Index,12.85
18/05/2015,VIX Index,12.73
15/05/2015,VIX Index,12.38
14/05/2015,VIX Index,12.74
13/05/2015,VIX Index,13.76
12/05/2015,VIX Index,13.86
11/05/2015,VIX Index,13.85
08/05/2015,VIX Index,12.86
07/05/2015,VIX Index,15.13
06/05/2015,VIX Index,15.15
05/05/2015,VIX Index,14.31
04/05/2015,VIX Index,12.85
01/05/2015,VIX Index,12.7
30/04/2015,VIX Index,14.55
29/04/2015,VIX Index,13.39
28/04/2015,VIX Index,12.41
27/04/2015,VIX Index,13.12
24/04/2015,VIX Index,12.29
23/04/2015,VIX Index,12.48
22/04/2015,VIX Index,12.71
21/04/2015,VIX Index,13.25
20/04/2015,VIX Index,13.3
17/04/2015,VIX Index,13.89
16/04/2015,VIX Index,12.6
15/04/2015,VIX Index,12.84
14/04/2015,VIX Index,13.67
13/04/2015,VIX Index,13.94
10/04/2015,VIX Index,12.58
09/04/2015,VIX Index,13.09
08/04/2015,VIX Index,13.98
07/04/2015,VIX Index,14.78
06/04/2015,VIX Index,14.74
02/04/2015,VIX Index,14.67
01/04/2015,VIX Index,15.11
31/03/2015,VIX Index,15.29
30/03/2015,VIX Index,14.51
27/03/2015,VIX Index,15.07
26/03/2015,VIX Index,15.8
25/03/2015,VIX Index,15.44
24/03/2015,VIX Index,13.62
23/03/2015,VIX Index,13.41
20/03/2015,VIX Index,13.02
19/03/2015,VIX Index,14.07
18/03/2015,VIX Index,13.97
17/03/2015,VIX Index,15.66
16/03/2015,VIX Index,15.61
13/03/2015,VIX Index,16
12/03/2015,VIX Index,15.42
11/03/2015,VIX Index,16.87
10/03/2015,VIX Index,16.69
09/03/2015,VIX Index,15.06
06/03/2015,VIX Index,15.2
05/03/2015,VIX Index,14.04
04/03/2015,VIX Index,14.23
03/03/2015,VIX Index,13.86
02/03/2015,VIX Index,13.04
27/02/2015,VIX Index,13.34
26/02/2015,VIX Index,13.91
25/02/2015,VIX Index,13.84
24/02/2015,VIX Index,13.69
23/02/2015,VIX Index,14.56
20/02/2015,VIX Index,14.3
19/02/2015,VIX Index,15.29
18/02/2015,VIX Index,15.45
17/02/2015,VIX Index,15.8
16/02/2015,VIX Index,15.245
13/02/2015,VIX Index,14.69
12/02/2015,VIX Index,15.34
11/02/2015,VIX Index,16.96
10/02/2015,VIX Index,17.23
09/02/2015,VIX Index,18.55
06/02/2015,VIX Index,17.29
05/02/2015,VIX Index,16.85
04/02/2015,VIX Index,18.33
03/02/2015,VIX Index,17.33
02/02/2015,VIX Index,19.43
30/01/2015,VIX Index,20.97
29/01/2015,VIX Index,18.76
28/01/2015,VIX Index,20.44
27/01/2015,VIX Index,17.22
26/01/2015,VIX Index,15.52
23/01/2015,VIX Index,16.66
22/01/2015,VIX Index,16.4
21/01/2015,VIX Index,18.85
20/01/2015,VIX Index,19.89
19/01/2015,VIX Index,20.42
16/01/2015,VIX Index,20.95
15/01/2015,VIX Index,22.39
14/01/2015,VIX Index,21.48
13/01/2015,VIX Index,20.56
12/01/2015,VIX Index,19.6
09/01/2015,VIX Index,17.55
08/01/2015,VIX Index,17.01
07/01/2015,VIX Index,19.31
06/01/2015,VIX Index,21.12
05/01/2015,VIX Index,19.92
02/01/2015,VIX Index,17.79
31/12/2014,VIX Index,19.2
30/12/2014,VIX Index,15.92
29/12/2014,VIX Index,15.06
26/12/2014,VIX Index,14.5
24/12/2014,VIX Index,14.37
23/12/2014,VIX Index,14.8
22/12/2014,VIX Index,15.25
19/12/2014,VIX Index,16.49
18/12/2014,VIX Index,16.81
17/12/2014,VIX Index,19.44
16/12/2014,VIX Index,23.57
15/12/2014,VIX Index,20.42
12/12/2014,VIX Index,21.08
11/12/2014,VIX Index,20.08
10/12/2014,VIX Index,18.53
09/12/2014,VIX Index,14.89
08/12/2014,VIX Index,14.21
05/12/2014,VIX Index,11.82
04/12/2014,VIX Index,12.38
03/12/2014,VIX Index,12.47
02/12/2014,VIX Index,12.85
01/12/2014,VIX Index,14.29
28/11/2014,VIX Index,13.33
27/11/2014,VIX Index,12.7
26/11/2014,VIX Index,12.07
25/11/2014,VIX Index,12.25
24/11/2014,VIX Index,12.62
21/11/2014,VIX Index,12.9
20/11/2014,VIX Index,13.58
19/11/2014,VIX Index,13.96
18/11/2014,VIX Index,13.86
17/11/2014,VIX Index,13.99
14/11/2014,VIX Index,13.31
13/11/2014,VIX Index,13.79
12/11/2014,VIX Index,13.02
11/11/2014,VIX Index,12.92
10/11/2014,VIX Index,12.67
07/11/2014,VIX Index,13.12
06/11/2014,VIX Index,13.67
05/11/2014,VIX Index,14.17
04/11/2014,VIX Index,14.89
03/11/2014,VIX Index,14.73
31/10/2014,VIX Index,14.03
30/10/2014,VIX Index,14.52
29/10/2014,VIX Index,15.15
28/10/2014,VIX Index,14.39
27/10/2014,VIX Index,16.04
24/10/2014,VIX Index,16.11
23/10/2014,VIX Index,16.53
22/10/2014,VIX Index,17.87
21/10/2014,VIX Index,16.08
20/10/2014,VIX Index,18.57
17/10/2014,VIX Index,21.99
16/10/2014,VIX Index,25.2
15/10/2014,VIX Index,26.25
14/10/2014,VIX Index,22.79
13/10/2014,VIX Index,24.64
10/10/2014,VIX Index,21.24
09/10/2014,VIX Index,18.76
08/10/2014,VIX Index,15.11
07/10/2014,VIX Index,17.2
06/10/2014,VIX Index,15.46
03/10/2014,VIX Index,14.55
02/10/2014,VIX Index,16.16
01/10/2014,VIX Index,16.71
30/09/2014,VIX Index,16.31
29/09/2014,VIX Index,15.98
26/09/2014,VIX Index,14.85
25/09/2014,VIX Index,15.64
24/09/2014,VIX Index,13.27
23/09/2014,VIX Index,14.93
22/09/2014,VIX Index,13.69
19/09/2014,VIX Index,12.11
18/09/2014,VIX Index,12.03
17/09/2014,VIX Index,12.65
16/09/2014,VIX Index,12.73
15/09/2014,VIX Index,14.12
12/09/2014,VIX Index,13.31
11/09/2014,VIX Index,12.8
10/09/2014,VIX Index,12.88
09/09/2014,VIX Index,13.5
08/09/2014,VIX Index,12.66
05/09/2014,VIX Index,12.09
04/09/2014,VIX Index,12.64
03/09/2014,VIX Index,12.36
02/09/2014,VIX Index,12.25
01/09/2014,VIX Index,12.115
29/08/2014,VIX Index,11.98
28/08/2014,VIX Index,12.05
27/08/2014,VIX Index,11.78
26/08/2014,VIX Index,11.63
25/08/2014,VIX Index,11.7
22/08/2014,VIX Index,11.47
21/08/2014,VIX Index,11.76
20/08/2014,VIX Index,11.78
19/08/2014,VIX Index,12.21
18/08/2014,VIX Index,12.32
15/08/2014,VIX Index,13.15
14/08/2014,VIX Index,12.42
13/08/2014,VIX Index,12.9
12/08/2014,VIX Index,14.13
11/08/2014,VIX Index,14.23
08/08/2014,VIX Index,15.77
07/08/2014,VIX Index,16.66
06/08/2014,VIX Index,16.37
05/08/2014,VIX Index,16.87
04/08/2014,VIX Index,15.12
01/08/2014,VIX Index,17.03
31/07/2014,VIX Index,16.95
30/07/2014,VIX Index,13.33
29/07/2014,VIX Index,13.28
28/07/2014,VIX Index,12.56
25/07/2014,VIX Index,12.69
24/07/2014,VIX Index,11.84
23/07/2014,VIX Index,11.52
22/07/2014,VIX Index,12.24
21/07/2014,VIX Index,12.81
18/07/2014,VIX Index,12.06
17/07/2014,VIX Index,14.54
16/07/2014,VIX Index,11
15/07/2014,VIX Index,11.96
14/07/2014,VIX Index,11.82
11/07/2014,VIX Index,12.08
10/07/2014,VIX Index,12.59
09/07/2014,VIX Index,11.65
08/07/2014,VIX Index,11.98
07/07/2014,VIX Index,11.33
04/07/2014,VIX Index,10.825
03/07/2014,VIX Index,10.32
02/07/2014,VIX Index,10.82
01/07/2014,VIX Index,11.15
30/06/2014,VIX Index,11.57
27/06/2014,VIX Index,11.26
26/06/2014,VIX Index,11.63
25/06/2014,VIX Index,11.59
24/06/2014,VIX Index,12.13
23/06/2014,VIX Index,10.98
20/06/2014,VIX Index,10.85
19/06/2014,VIX Index,10.62
18/06/2014,VIX Index,10.61
17/06/2014,VIX Index,12.06
16/06/2014,VIX Index,12.65
13/06/2014,VIX Index,12.18
12/06/2014,VIX Index,12.56
11/06/2014,VIX Index,11.6
10/06/2014,VIX Index,10.99
09/06/2014,VIX Index,11.15
06/06/2014,VIX Index,10.73
05/06/2014,VIX Index,11.68
04/06/2014,VIX Index,12.08
03/06/2014,VIX Index,11.87
02/06/2014,VIX Index,11.58
30/05/2014,VIX Index,11.4
29/05/2014,VIX Index,11.57
28/05/2014,VIX Index,11.68
27/05/2014,VIX Index,11.51
26/05/2014,VIX Index,11.435
23/05/2014,VIX Index,11.36
22/05/2014,VIX Index,12.03
21/05/2014,VIX Index,11.91
20/05/2014,VIX Index,12.96
19/05/2014,VIX Index,12.42
16/05/2014,VIX Index,12.44
15/05/2014,VIX Index,13.17
14/05/2014,VIX Index,12.17
13/05/2014,VIX Index,12.13
12/05/2014,VIX Index,12.23
09/05/2014,VIX Index,12.92
08/05/2014,VIX Index,13.43
07/05/2014,VIX Index,13.4
06/05/2014,VIX Index,13.8
05/05/2014,VIX Index,13.29
02/05/2014,VIX Index,12.91
01/05/2014,VIX Index,13.25
30/04/2014,VIX Index,13.41
29/04/2014,VIX Index,13.71
28/04/2014,VIX Index,13.97
25/04/2014,VIX Index,14.06
24/04/2014,VIX Index,13.32
23/04/2014,VIX Index,13.27
22/04/2014,VIX Index,13.19
21/04/2014,VIX Index,13.25
17/04/2014,VIX Index,13.36
16/04/2014,VIX Index,14.18
15/04/2014,VIX Index,15.61
14/04/2014,VIX Index,16.11
11/04/2014,VIX Index,17.03
10/04/2014,VIX Index,15.89
09/04/2014,VIX Index,13.82
08/04/2014,VIX Index,14.89
07/04/2014,VIX Index,15.57
04/04/2014,VIX Index,13.96
03/04/2014,VIX Index,13.37
02/04/2014,VIX Index,13.09
01/04/2014,VIX Index,13.1
31/03/2014,VIX Index,13.88
28/03/2014,VIX Index,14.41
27/03/2014,VIX Index,14.62
26/03/2014,VIX Index,14.93
25/03/2014,VIX Index,14.02
24/03/2014,VIX Index,15.09
21/03/2014,VIX Index,15
20/03/2014,VIX Index,14.52
19/03/2014,VIX Index,15.12
18/03/2014,VIX Index,14.52
17/03/2014,VIX Index,15.64
14/03/2014,VIX Index,17.82
13/03/2014,VIX Index,16.22
12/03/2014,VIX Index,14.47
11/03/2014,VIX Index,14.8
10/03/2014,VIX Index,14.2
07/03/2014,VIX Index,14.11
06/03/2014,VIX Index,14.21
05/03/2014,VIX Index,13.89
04/03/2014,VIX Index,14.1
03/03/2014,VIX Index,16
28/02/2014,VIX Index,14
27/02/2014,VIX Index,14.04
26/02/2014,VIX Index,14.35
25/02/2014,VIX Index,13.67
24/02/2014,VIX Index,14.23
21/02/2014,VIX Index,14.68
20/02/2014,VIX Index,14.79
19/02/2014,VIX Index,15.5
18/02/2014,VIX Index,13.87
17/02/2014,VIX Index,13.72
14/02/2014,VIX Index,13.57
13/02/2014,VIX Index,14.14
12/02/2014,VIX Index,14.3
11/02/2014,VIX Index,14.51
10/02/2014,VIX Index,15.26
07/02/2014,VIX Index,15.29
06/02/2014,VIX Index,17.23
05/02/2014,VIX Index,19.95
04/02/2014,VIX Index,19.11
03/02/2014,VIX Index,21.44
31/01/2014,VIX Index,18.41
30/01/2014,VIX Index,17.29
29/01/2014,VIX Index,17.35
28/01/2014,VIX Index,15.8
27/01/2014,VIX Index,17.42
24/01/2014,VIX Index,18.14
23/01/2014,VIX Index,13.77
22/01/2014,VIX Index,12.84
21/01/2014,VIX Index,12.87
20/01/2014,VIX Index,12.655
17/01/2014,VIX Index,12.44
16/01/2014,VIX Index,12.53
15/01/2014,VIX Index,12.28
14/01/2014,VIX Index,12.28
13/01/2014,VIX Index,13.28
10/01/2014,VIX Index,12.14
09/01/2014,VIX Index,12.89
08/01/2014,VIX Index,12.87
07/01/2014,VIX Index,12.92
06/01/2014,VIX Index,13.55
03/01/2014,VIX Index,13.76
02/01/2014,VIX Index,14.23
31/12/2013,VIX Index,13.72
30/12/2013,VIX Index,13.56
27/12/2013,VIX Index,12.46
26/12/2013,VIX Index,12.33
24/12/2013,VIX Index,12.48
23/12/2013,VIX Index,13.04
20/12/2013,VIX Index,13.79
19/12/2013,VIX Index,14.15
18/12/2013,VIX Index,13.8
17/12/2013,VIX Index,16.21
16/12/2013,VIX Index,16.03
13/12/2013,VIX Index,15.76
12/12/2013,VIX Index,15.54
11/12/2013,VIX Index,15.42
10/12/2013,VIX Index,13.91
09/12/2013,VIX Index,13.49
06/12/2013,VIX Index,13.79
05/12/2013,VIX Index,15.08
04/12/2013,VIX Index,14.7
03/12/2013,VIX Index,14.55
02/12/2013,VIX Index,14.23
29/11/2013,VIX Index,13.7
28/11/2013,VIX Index,13.34
27/11/2013,VIX Index,12.98
26/11/2013,VIX Index,12.81
25/11/2013,VIX Index,12.79
22/11/2013,VIX Index,12.26
21/11/2013,VIX Index,12.66
20/11/2013,VIX Index,13.4
19/11/2013,VIX Index,13.39
18/11/2013,VIX Index,13.1
15/11/2013,VIX Index,12.19
14/11/2013,VIX Index,12.37
13/11/2013,VIX Index,12.52
12/11/2013,VIX Index,12.82
11/11/2013,VIX Index,12.53
08/11/2013,VIX Index,12.9
07/11/2013,VIX Index,13.91
06/11/2013,VIX Index,12.67
05/11/2013,VIX Index,13.27
04/11/2013,VIX Index,12.93
01/11/2013,VIX Index,13.28
31/10/2013,VIX Index,13.75
30/10/2013,VIX Index,13.65
29/10/2013,VIX Index,13.41
28/10/2013,VIX Index,13.31
25/10/2013,VIX Index,13.09
24/10/2013,VIX Index,13.2
23/10/2013,VIX Index,13.42
22/10/2013,VIX Index,13.33
21/10/2013,VIX Index,13.16
18/10/2013,VIX Index,13.04
17/10/2013,VIX Index,13.48
16/10/2013,VIX Index,14.71
15/10/2013,VIX Index,18.66
14/10/2013,VIX Index,16.07
11/10/2013,VIX Index,15.72
10/10/2013,VIX Index,16.48
09/10/2013,VIX Index,19.6
08/10/2013,VIX Index,20.34
07/10/2013,VIX Index,19.41
04/10/2013,VIX Index,16.74
03/10/2013,VIX Index,17.67
02/10/2013,VIX Index,16.6
01/10/2013,VIX Index,15.54
30/09/2013,VIX Index,16.6
27/09/2013,VIX Index,15.46
26/09/2013,VIX Index,14.06
25/09/2013,VIX Index,14.01
24/09/2013,VIX Index,14.08
23/09/2013,VIX Index,14.31
20/09/2013,VIX Index,13.12
19/09/2013,VIX Index,13.16
18/09/2013,VIX Index,13.59
17/09/2013,VIX Index,14.53
16/09/2013,VIX Index,14.38
13/09/2013,VIX Index,14.16
12/09/2013,VIX Index,14.29
11/09/2013,VIX Index,13.82
10/09/2013,VIX Index,14.53
09/09/2013,VIX Index,15.63
06/09/2013,VIX Index,15.85
05/09/2013,VIX Index,15.77
04/09/2013,VIX Index,15.88
03/09/2013,VIX Index,16.61
02/09/2013,VIX Index,16.81
30/08/2013,VIX Index,17.01
29/08/2013,VIX Index,16.81
28/08/2013,VIX Index,16.49
27/08/2013,VIX Index,16.77
26/08/2013,VIX Index,14.99
23/08/2013,VIX Index,13.98
22/08/2013,VIX Index,14.76
21/08/2013,VIX Index,15.94
20/08/2013,VIX Index,14.91
19/08/2013,VIX Index,15.1
16/08/2013,VIX Index,14.37
15/08/2013,VIX Index,14.73
14/08/2013,VIX Index,13.04
13/08/2013,VIX Index,12.31
12/08/2013,VIX Index,12.81
09/08/2013,VIX Index,13.41
08/08/2013,VIX Index,12.73
07/08/2013,VIX Index,12.98
06/08/2013,VIX Index,12.72
05/08/2013,VIX Index,11.84
02/08/2013,VIX Index,11.98
01/08/2013,VIX Index,12.94
31/07/2013,VIX Index,13.45
30/07/2013,VIX Index,13.39
29/07/2013,VIX Index,13.39
26/07/2013,VIX Index,12.72
25/07/2013,VIX Index,12.97
24/07/2013,VIX Index,13.18
23/07/2013,VIX Index,12.66
22/07/2013,VIX Index,12.29
19/07/2013,VIX Index,12.54
18/07/2013,VIX Index,13.77
17/07/2013,VIX Index,13.78
16/07/2013,VIX Index,14.42
15/07/2013,VIX Index,13.79
12/07/2013,VIX Index,13.84
11/07/2013,VIX Index,14.01
10/07/2013,VIX Index,14.21
09/07/2013,VIX Index,14.35
08/07/2013,VIX Index,14.78
05/07/2013,VIX Index,14.89
04/07/2013,VIX Index,15.545
03/07/2013,VIX Index,16.2
02/07/2013,VIX Index,16.44
01/07/2013,VIX Index,16.37
28/06/2013,VIX Index,16.86
27/06/2013,VIX Index,16.86
26/06/2013,VIX Index,17.21
25/06/2013,VIX Index,18.47
24/06/2013,VIX Index,20.11
21/06/2013,VIX Index,18.9
20/06/2013,VIX Index,20.49
19/06/2013,VIX Index,16.64
18/06/2013,VIX Index,16.61
17/06/2013,VIX Index,16.8
14/06/2013,VIX Index,17.15
13/06/2013,VIX Index,16.41
12/06/2013,VIX Index,18.59
11/06/2013,VIX Index,17.07
10/06/2013,VIX Index,15.44
07/06/2013,VIX Index,15.14
06/06/2013,VIX Index,16.63
05/06/2013,VIX Index,17.5
04/06/2013,VIX Index,16.27
03/06/2013,VIX Index,16.28
31/05/2013,VIX Index,16.3
30/05/2013,VIX Index,14.53
29/05/2013,VIX Index,14.83
28/05/2013,VIX Index,14.48
27/05/2013,VIX Index,14.235
24/05/2013,VIX Index,13.99
23/05/2013,VIX Index,14.07
22/05/2013,VIX Index,13.82
21/05/2013,VIX Index,13.37
20/05/2013,VIX Index,13.02
17/05/2013,VIX Index,12.45
16/05/2013,VIX Index,13.07
15/05/2013,VIX Index,12.81
14/05/2013,VIX Index,12.77
13/05/2013,VIX Index,12.55
10/05/2013,VIX Index,12.59
09/05/2013,VIX Index,13.13
08/05/2013,VIX Index,12.66
07/05/2013,VIX Index,12.83
06/05/2013,VIX Index,12.66
03/05/2013,VIX Index,12.85
02/05/2013,VIX Index,13.59
01/05/2013,VIX Index,14.49
30/04/2013,VIX Index,13.52
29/04/2013,VIX Index,13.71
26/04/2013,VIX Index,13.61
25/04/2013,VIX Index,13.62
24/04/2013,VIX Index,13.61
23/04/2013,VIX Index,13.48
22/04/2013,VIX Index,14.39
19/04/2013,VIX Index,14.97
18/04/2013,VIX Index,17.56
17/04/2013,VIX Index,16.51
16/04/2013,VIX Index,13.96
15/04/2013,VIX Index,17.27
12/04/2013,VIX Index,12.06
11/04/2013,VIX Index,12.24
10/04/2013,VIX Index,12.36
09/04/2013,VIX Index,12.84
08/04/2013,VIX Index,13.19
05/04/2013,VIX Index,13.92
04/04/2013,VIX Index,13.89
03/04/2013,VIX Index,14.21
02/04/2013,VIX Index,12.78
01/04/2013,VIX Index,13.58
28/03/2013,VIX Index,12.7
27/03/2013,VIX Index,13.15
26/03/2013,VIX Index,12.77
